Step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
101,978.1191366567207,990.8885471318329,964.8584014712515,970.8259974347658,1026.8202451747106,996.6875112485249,1022.234244113118,985.0730992077627,953.3041199703207,1020.0328845675739,969.6480463763337,1007.5513483875084,952.4529510176728,970.8319974347658,1050.7342956375796,980.508553544582,986.2184396537989,956.3161107694065,961.6322548805508,1025.6359483609117,993.0055083499406,997.4495403733373,967.4326216855965,973.920517075501,1018.9105390724262,975.6660276313738,993.9913376335396,953.604854703967,970.7779974347656,1001.6297934480779,989.8612438238184,987.0938312084012,986.7848131989033,949.757590204615,1001.6297934480779,963.3352707963764,989.6297737701818,982.7454824178749,965.3765680352514,1036.6060800457437,977.463195215878,999.8097227881292,965.0633062796005,949.9645902046157,1042.7387514732704,960.8750275204223,1000.7349108731487,954.9795843069002,961.4219620411925,1001.0727428008607,974.030812467848,960.1380373590887,975.0302905553002,970.9369974347662,1000.1743686300191,968.7956158879881,995.7695515306682,952.89651818604,948.2317705593372,1039.289225279322,968.1572456923975,1004.2660685156602,969.1155128428964,972.6567374557028,1023.4768568535716,977.4083459084316,990.8585302929686,949.7613172481368,973.920517075501,1060.3041807520724,966.8259741275364,995.5411779431352,963.3513719399199,980.5596649565105,1021.5467014003934,975.1933856184346,988.2476593982306,947.565104672886,970.870997434766,1034.3192743704187,963.8243034866506,1007.5927286244839,967.3081391636763,936.9093594906451,1036.5690600692405,975.1740243142536,1003.5908594654875,979.8735443704713,970.8349974347658,1017.9695056203825,969.6164817787906,998.9588465095868,968.0457161711646,946.2310147019786,1000.0,981.1574939798427,996.7455080086274,956.6840207497222,962.073048394515,1001.1706604368902,1121.866615281273
102,979.0071687885131,993.996659593106,964.8584014712515,972.1580456324542,1028.5963094382953,997.128527314421,1026.2313887061837,985.0730992077627,955.0801842339054,1024.4730452265355,970.5360785081259,1011.5514929805739,952.4529510176728,972.1640456324542,1055.6184723624374,980.9525696104782,989.326552115072,956.3161107694065,962.5202870123433,1030.0761090198735,993.4495244158368,1000.5576528346104,967.4326216855965,974.8085492072933,1020.6866033360109,976.11004369727,997.9874822266052,953.604854703967,972.110045632454,1002.5178255798703,990.3052598897146,991.0899758014667,986.7848131989033,951.9776705340959,1002.5178255798703,964.6673189940649,993.6299183632473,982.7454824178749,966.7086162329398,1041.4902567706015,977.9072112817743,1003.3618513152985,965.0633062796005,952.1846705340965,1047.6229281981282,962.2070757181108,1004.7340554662142,954.9795843069002,962.309994172985,1001.516758866757,975.3628606655365,963.6931658862579,975.0302905553002,972.2690456324547,1002.838465025396,970.1276640856765,998.8776639919413,952.89651818604,949.5638187570256,1044.1734020041797,969.489293890086,1008.2622131087257,969.1155128428964,973.5447695874952,1027.9170175125332,977.8523619743278,994.4106588201379,949.7613172481368,974.8085492072933,1065.1883574769302,967.2699901934326,999.5393225362006,963.3513719399199,981.4476970883029,1025.0988299275627,975.6334016843307,990.9117557936074,947.565104672886,972.2030456324544,1039.2034510952765,965.156351684339,1011.5938732175495,967.3081391636763,939.573455886022,1041.4532367940983,975.6160403801498,1007.587004058553,979.8735443704713,972.1670456324542,1022.4096662793443,970.5045139105828,1002.0669589708599,968.0457161711646,947.563062899667,1000.0,981.6015100457389,999.8536204699005,956.6840207497222,963.8491126580997,1002.9467247004749,1121.866615281273
103,976.5381851355986,985.3522168079053,964.8584014712515,968.4515701530825,1023.6543421324664,994.6525436615065,1016.3534540945257,985.0730992077627,950.1382169280764,1012.1181269619631,968.0650948552114,1001.6705583689159,952.4529510176728,968.4575701530825,1042.0280622714076,979.720077784021,980.6761093298712,956.3161107694065,960.0493033594287,1017.7211907553009,992.2130325893795,991.9122100494096,967.4326216855965,972.3375655543788,1015.7446360301819,974.8715518708127,986.8660557884898,953.604854703967,968.4035701530822,1000.0468419269557,989.0727680632574,979.9745493633515,986.7848131989033,945.8002114018095,1000.0468419269557,960.9608435146931,983.7549837515893,982.7454824178749,963.002140753568,1027.8998466795717,976.672719455317,993.4849167036405,965.0633062796005,946.0072114018103,1034.0325181070984,958.497600238739,994.8501208545563,954.9795843069002,959.8390105200704,1000.2812670402997,971.6503851861647,955.0457231010572,975.0302905553002,968.562570153083,995.4245140666526,966.4211886063048,990.2342212067406,952.89651818604,945.8573432776539,1030.58299191315,965.7838184107142,997.1437866706104,969.1155128428964,971.0737859345807,1015.5620992479608,976.6128701478705,984.5287242084798,949.7613172481368,972.3375655543788,1051.5979473859004,966.0324983669753,989.6583879245427,963.3513719399199,978.9767134353883,1015.2158953159047,973.1614180314162,983.4978048348639,947.565104672886,968.4965701530828,1025.6130410042467,961.4478762049673,1001.7119386058914,967.3081391636763,932.1605049272786,1027.8628267030685,973.1470567272354,996.4705776204378,979.8735443704713,968.4605701530825,1010.0547480147717,968.0315302576684,993.4205161856592,968.0457161711646,943.8565874202952,1000.0,980.3620182192816,991.2061776846998,956.6840207497222,958.9071453522706,998.0047573946458,1121.866615281273
104,974.9283279080494,972.4563589875113,964.8584014712515,963.6159984704348,1017.2089132222693,993.0466864339572,1001.8417390465823,985.0730992077627,943.6917880178794,995.9995546864706,966.4532376276622,987.1628433209727,952.4529510176728,963.6219984704347,1024.297632768366,979.720077784021,967.7842515094774,956.3161107694065,956.8265889043303,1001.6026184798084,992.2130325893795,979.0173522290157,967.4326216855965,969.1138510992803,1009.2972071199849,974.8715518708127,970.7474835129973,953.604854703967,963.5679984704345,996.8251274718573,989.0727680632574,963.855977087859,986.7848131989033,937.7409252640634,996.8201274718572,957.7391290595947,967.6364114760968,982.7454824178749,958.1675690709203,1010.16941717653,976.672719455317,978.9802016556972,965.0633062796005,937.946925264064,1016.3020886040567,955.2758857836405,980.339405806613,954.9795843069002,956.6142960649719,998.6704098127504,968.4256707310662,940.540008053114,975.0302905553002,963.7269984704352,984.1425134738079,963.1994741512063,977.3393633863466,952.89651818604,941.0247715950061,1012.8525624101084,962.5651039556158,981.0252143951179,969.1155128428964,967.8500714794822,999.4435269724682,976.6128701478705,970.0210091605366,949.7613172481368,969.1138510992803,1033.8675178828587,966.0324983669753,975.1526728765994,963.3513719399199,975.7529989802898,1000.7071802679615,971.550560803867,972.2148042420192,947.565104672886,963.660998470435,1007.8826115012051,958.2241617498689,987.2022235579482,967.3081391636763,922.493361561983,1010.1323972000268,971.5361994996862,980.3520053449453,979.8735443704713,963.6249984704348,993.9361757392792,966.4226730301191,980.5296583652653,968.0457161711646,939.0180157376475,1000.0,980.3620182192816,978.3123198643059,956.6840207497222,952.4597164420737,991.5593284844489,1121.866615281273
105,974.9293279080493,979.3020019801488,964.8584014712515,965.8978794679806,1021.015048218179,993.0466864339572,1009.4480090384018,985.0730992077627,945.9736690154252,1003.60582467829,966.4532376276622,994.7661133127921,952.4529510176728,965.9038794679805,1032.6645297593673,979.720077784021,974.6298945021147,956.3161107694065,957.5872159035122,1009.2088884716278,992.2150325893796,985.8629952216531,967.4326216855965,970.6351050976442,1012.3397151167126,974.8735518708128,978.3527535048167,953.604854703967,965.8498794679804,999.1070084694031,989.0767680632574,971.4602470796783,986.7848131989033,940.7834332607911,999.862635468585,958.4997560587766,975.2416814679162,982.7454824178749,959.6888230692842,1018.5363141675314,976.6737194553169,986.5824716475166,965.0633062796005,940.9894332607919,1024.668985595058,956.0365127828225,987.9446757984324,954.9795843069002,957.3749230641538,1000.9522908102963,969.1862977302482,948.1452780449333,975.0302905553002,966.0088794679809,990.9881564664453,963.9601011503883,984.1850063789841,952.89651818604,942.54602559337,1021.2194594011097,963.3277309547977,988.6324843869373,969.1155128428964,969.3713254778461,1007.0497969642877,976.6148701478705,977.627279152356,949.7613172481368,970.6351050976442,1042.23441487386,966.0354983669754,982.7579428684188,963.3513719399199,977.2742529786537,1008.3134502597809,971.5525608038671,978.2998202354747,947.565104672886,965.9428794679807,1016.2495084922065,958.9847887490508,994.8094935497676,967.3081391636763,926.2964965578927,1018.4992941910282,971.5381994996862,987.9562753367646,979.8735443704713,965.9068794679806,1001.5424457310986,966.4226730301191,987.3753013579027,968.0457161711646,940.5392697360114,1000.0,980.3670182192816,985.1569628569432,956.6840207497222,954.7415974396195,995.3644634803586,1121.866615281273
106,975.5657044037866,985.047390441784,964.8584014712515,967.8130089551923,1024.8453071926024,993.6830629296945,1015.1973975000369,985.0730992077627,947.888798502637,1009.9895896356625,966.4532376276622,1000.5145017744273,952.4529510176728,967.8190089551922,1039.686671212477,979.720077784021,980.3752829637499,956.3161107694065,958.2255923992494,1015.5926534290003,992.8504090851168,991.6083836832884,967.4326216855965,971.9118580891187,1014.8932210996616,975.50892836655,984.098141966452,953.604854703967,967.7650089551921,1001.0221379566149,989.7151445589947,977.2096355413136,986.7848131989033,943.3369392437401,1002.416141451534,959.1381325545138,980.9890699295515,982.7454824178749,960.9655760607587,1025.558455620641,977.3120959510542,992.3278601091519,965.0633062796005,943.5429392437409,1031.6911270481678,956.6748892785597,993.6930642600676,954.9795843069002,958.013299559891,1002.867420297508,969.8246742259854,953.8936665065686,975.0302905553002,967.9240089551927,997.3719214238178,964.5984776461255,989.9303948406193,952.89651818604,943.8227785848445,1028.2416008542193,964.6024839462723,994.3798728485725,969.1155128428964,970.6480784693206,1013.4335619216602,977.2532466436078,984.0110441097285,949.7613172481368,971.9118580891187,1049.2565563269698,966.6738748627126,988.5063313300541,963.3513719399199,978.5510059701282,1014.6972152171534,972.1899372996044,983.4068322013727,947.565104672886,967.8580089551924,1023.2716499453162,959.6231652447881,1000.5588820114028,967.3081391636763,929.488379036579,1025.521435644138,972.1755759954235,993.7026637983998,979.8735443704713,967.8220089551924,1007.9262106884711,966.4226730301191,993.1206898195379,968.0457161711646,941.8160227274859,1000.0,981.0053947150188,990.2659748228411,956.6840207497222,956.6567269268312,999.1947224547821,1121.866615281273
107,972.600946068738,971.7434779340658,964.8584014712515,963.3763714526197,1015.9840321874572,990.717304594646,1003.375364159843,985.0730992077627,943.4521610000643,995.20079796042,966.4532376276622,988.6954684342334,952.4529510176728,963.3823714526195,1023.4190003697103,979.720077784021,967.0773704560318,956.3161107694065,956.7467132317252,1000.8038617537578,989.8846507500682,978.3024711755702,967.4326216855965,968.9540997540702,1008.9777044295647,972.5461700315014,970.7982294587338,953.604854703967,963.3283714526194,996.5955004540422,988.2252653914703,965.3916022011197,986.7848131989033,937.4214225736432,996.509624781437,957.6502533869896,969.1730365893576,982.7454824178749,958.0078177257102,1009.2907847778744,975.8272167835299,979.0289476014337,965.0633062796005,937.6274225736438,1015.4234562054011,955.1880101110354,981.8720309198736,954.9795843069002,956.5344203923668,998.4397827949354,968.3357950584611,942.0736331663746,975.0302905553002,963.48737145262,982.5831297485753,963.1095984786012,976.6304823329011,952.89651818604,940.865020249796,1011.9739300114527,960.1568464436995,982.5578395083786,969.1155128428964,967.690320134272,998.6447702464177,975.7633674760834,969.222252434486,949.7613172481368,968.9540997540702,1032.9888854842031,965.1859956951884,976.6962979898601,963.3513719399199,975.5932476350797,999.9084235419109,969.2241789645558,971.5867988611787,947.565104672886,963.4213714526197,1007.0039791025495,958.1342860772638,988.7368486712089,967.3081391636763,922.0939831989577,1009.2537648013712,969.208817660375,981.8766304582059,979.8735443704713,963.3853714526197,993.1374190132286,966.4226730301191,979.8217773118198,968.0457161711646,938.8582643924374,1000.0,979.5215155474946,979.9218206501716,956.6840207497222,952.2200894242585,990.3224474496367,1121.866615281273
108,974.092536653746,986.7053837841461,964.8584014712515,967.8631432076437,1026.4531662825134,992.2088951796541,1016.8446794249154,985.0730992077627,947.9389327550883,1010.1567038105003,966.4532376276622,1002.1607836993057,952.4529510176728,967.8691432076437,1039.8704968047987,979.717077784021,982.0412763061122,956.3161107694065,958.2423038167332,1015.7597676038381,991.3752413350762,993.2643770256504,967.4326216855965,971.9452809240863,1014.9600667695968,974.0367606165094,985.7631353088142,953.604854703967,967.8151432076435,1002.5778627940742,988.2142653914702,980.3605080512001,986.7848131989033,943.4037849136753,1003.9875777064772,957.6482533869895,984.145942439438,982.7454824178749,960.9989988957263,1025.7422812129628,975.8202167835299,993.9878534515141,965.0633062796005,943.609784913676,1031.8749526404895,955.1800101110354,995.333346184946,954.9795843069002,958.0300109773748,1004.4221451349674,968.3357950584611,957.0325390164551,975.0302905553002,967.9741432076441,997.5390355986556,963.1085984786013,991.5943881829814,952.89651818604,943.8562014198121,1028.425426446541,963.1470276137156,996.019154773451,969.1155128428964,970.6815013042881,1013.600676096498,975.7633674760834,984.1841582845664,949.7613172481368,971.9452809240863,1049.4403819192914,965.1859956951884,991.6612038399405,963.3513719399199,978.5844288050957,1014.8643293919912,970.7117695495638,985.048114126251,947.565104672886,967.9081432076439,1023.4554755376379,958.1292860772638,1002.1991639362813,967.3081391636763,929.5719361239978,1025.7052612364596,970.7034082453829,996.8375363082863,979.8695443704713,967.8721432076437,1008.0933248633089,966.415673030119,994.7786831619001,968.0457161711646,941.8494455624534,1000.0,979.5145155474945,991.8885453302358,956.6840207497222,956.7068611792827,1000.7915815446929,1121.866615281273
109,976.4987868627856,997.5325097248239,964.8584014712515,971.4725185212029,1034.8750420141514,994.6151453886935,1026.4706802610733,985.0750992077627,951.5483080686475,1022.1879548556977,967.661362732182,1011.7827845354636,952.4529510176728,971.4785185212029,1053.1048729545157,980.9192028885407,992.8674022467899,956.3161107694065,959.450428921253,1027.7910186490355,993.7864915441158,1004.0955029663282,967.4326216855965,974.3515311331257,1019.7725671876758,976.4460108255489,995.385136144972,953.604854703967,971.4245185212027,1007.3903632121533,990.6245156005097,989.986508887358,986.7868131989034,948.2162853317543,1010.0032032290759,958.8553784915092,993.7699432755959,982.750482417875,963.4052491047657,1038.9766573626798,977.0243418880497,1004.8149793921918,965.0633062796005,948.4222853317549,1045.1093287902065,956.3861352155551,1004.9553470211039,954.9835843069002,959.2331360818946,1009.2346455530464,969.5409201629809,966.650539852613,975.0302905553002,971.5835185212034,1009.570286643853,964.319723583121,1002.4205141236591,952.89651818604,946.2664516288515,1041.659802596258,966.7604029272748,1005.6401556096088,969.1155128428964,973.0877515133276,1025.6319271416953,976.9714925806032,995.0082842252441,949.7673172481369,974.3515311331257,1062.6747580690085,966.3871207997081,1001.2822046760984,963.3513719399199,980.9906790141353,1026.8955804371885,973.1230197586034,994.6701149624089,947.565104672886,971.5175185212031,1036.6898516873548,959.3394111817836,1011.820164772439,967.3081391636763,935.5875616465967,1038.9396373861766,973.1126584544224,1006.4595371444441,981.0746694749911,971.4815185212029,1020.1245759085064,967.6237981346388,1005.6088091025778,968.0457161711646,944.2596957714929,1000.0,980.7216406520142,1000.3064210618741,956.6840207497222,960.3162364928419,1009.2134572763309,1121.866615281273
110,971.3744753067185,983.8613455753118,964.8584014712515,966.3462069651359,1022.9136483833285,989.4898338326266,1014.5182866302505,983.3663286890737,946.4219965125806,1005.1002496688077,964.2448216948042,999.8223909046408,952.4529510176728,966.3522069651358,1034.3083972489367,977.5026618511627,979.1972380972778,956.3161107694065,956.032887883875,1010.7033134621455,988.6651799880487,990.4273388168162,967.4326216855965,970.9339900957477,1012.9374851129197,971.3146992694819,983.426742514149,953.604854703967,966.2982069651357,1000.5552811373972,985.4972040444425,978.0341152565351,985.0780426802144,941.3812032569982,1001.4593506356309,955.4368374541311,981.8055496447729,981.0417118991859,959.9877080673878,1020.1801816571008,973.6068008506718,991.1448152426798,965.0633062796005,941.5872032569989,1026.3128530846275,952.967594178177,992.9989533902809,953.2748137882111,957.5243655632055,1002.3995634782904,966.1233791256029,956.403916740479,975.0302905553002,966.4572069651363,992.482581456963,960.901182545743,988.7503499741472,952.89651818604,941.1401400727846,1022.8633268906791,959.9263208525188,993.6817619787859,969.1155128428964,969.6702104759496,1008.5442219548054,973.5489515432253,981.345120075732,948.0595467294479,970.9339900957477,1043.8782823634294,962.9655797623302,989.3278110452756,963.3513719399199,977.5731379767573,1009.8078752502986,967.9967082025363,982.7137213315859,947.565104672886,966.391206965136,1017.8933759817759,955.9208701444056,999.8597711416162,967.3081391636763,927.0437090531516,1020.1431616805976,967.9793468983555,994.4991435136212,977.6571284376131,966.355206965136,1003.0368707216163,964.2042570972608,991.9396449530658,968.0457161711646,939.1333842154258,1000.0,977.3050996146362,990.0557979497398,956.6840207497222,955.1899249367748,997.2520636455079,1121.866615281273
111,972.5875715944878,989.3202788702736,964.8584014712515,968.1658513967898,1027.1594853905212,990.0973819765112,1019.9772199252122,983.9728768329583,948.2416409442344,1011.1657311076542,964.8513698386887,1005.2803241996025,952.4529510176728,968.1718513967899,1040.980426831668,978.1092099950474,984.6561713922396,956.3161107694065,957.2459841716443,1016.768794900992,989.2707281319334,995.886272111778,967.4346216855965,972.147086383517,1015.3636776884583,971.9212474133666,988.8856758091108,953.604854703967,968.1178513967895,1002.9814737129358,986.1037521883272,983.4930485514968,985.6845908240989,943.8073958325368,1004.4920913550541,956.0433855980159,987.2664829397347,981.6482600430706,961.2008043551571,1026.852211239832,974.2133489945563,996.6037485376415,965.0633062796005,944.0133958325375,1032.9848826673588,953.5741423220618,998.4588866852428,953.8833619320958,958.1309137070903,1004.825756053829,966.7299272694875,961.8638500354407,975.0302905553002,968.2768513967903,998.5480628958095,961.5077306896276,994.2092832691089,952.89651818604,942.9597845044384,1029.5353564734103,961.7479652841728,999.1436952737477,969.1155128428964,970.8833067637189,1014.6097033936519,973.5489515432253,987.4106015145785,948.0595467294479,972.147086383517,1050.5503119461607,963.5721279062147,994.7857443402373,963.3513719399199,978.7862342645266,1015.8733566891451,969.2108044903057,987.5661064826631,947.565104672886,968.2108513967901,1024.565405564507,956.5274182882902,1005.3197044365779,967.3061391636763,930.0764497725748,1026.8151912633289,968.5848950422401,999.958076808583,978.8702247253825,968.1748513967898,1009.1023521604628,964.8108052411455,997.3985782480275,968.0457161711646,940.9530286470799,1000.0,977.3050996146362,994.3016349569325,956.6840207497222,957.0095693684289,1001.4979006527005,1121.866615281273
112,965.8317308003406,969.0427564878318,964.8584014712515,961.4070106026426,1011.388856870844,985.5944881137464,1001.9546444741528,981.7199299015759,941.4828001500872,988.6362617938299,962.6004229073063,987.2577487485431,952.4529510176728,961.4130106026425,1016.1980105864612,975.8592630636649,964.3776490097978,956.3161107694065,952.7400903088794,994.2393255871677,984.7718342691686,975.6127497293362,965.1826747542141,967.6411925207522,1006.3518899629287,967.4163535506018,968.6091534266691,953.604854703967,961.3590106026423,993.9676859874061,983.8518052569448,965.4664731004374,983.4316438927166,934.7956081070072,993.227356698142,953.7924386666334,969.2439074886753,979.3953131116882,956.6949104923922,1002.0697949946253,971.9584020631739,976.3292261551998,965.0633062796005,935.0016081070078,1008.202466422152,951.3231953906793,980.4363112341833,953.8833619320958,955.8779667757078,995.8139683282993,964.4799803381051,943.8492745843813,975.0302905553002,961.518010602643,976.0185935819852,959.2507837582452,973.9357608866671,952.89651818604,936.2009437102912,1004.7529402282037,952.735177558643,981.1211198226882,969.1155128428964,966.377412900954,992.0802340798276,973.5489515432253,964.8811322007542,948.0595467294479,967.6411925207522,1025.767895700954,961.3201809748324,976.7591688891779,963.3513719399199,974.2803404017617,993.3438873753208,962.4569636961584,969.5375310316037,947.565104672886,961.4520106026428,999.7829893193004,954.2754713569078,987.2951289855185,965.0561922322938,918.8117151156628,1002.0327750181222,964.0800011794753,979.6815544261411,972.1113839312352,961.4160106026426,986.5728828466385,962.5578583097631,977.1240558655858,968.0457161711646,934.1941878529326,1000.0,977.3050996146362,978.5300064372555,956.6840207497222,950.2507285742815,985.7262721330235,1121.866615281273
113,966.7905333487768,978.6817819721941,964.8584014712515,964.2984182479512,1018.1354747098976,985.5874881137464,1011.5956699585151,982.6837324500121,944.3742077953958,998.2742872781922,962.5934229073063,996.8997742329054,952.4529510176728,964.3044182479512,1026.7998386192596,975.8592630636649,974.01967449416,956.3161107694065,954.6676954057518,1003.87735107153,984.7698342691687,985.2557752136985,965.1826747542141,969.5687976176246,1010.2071001566735,967.4133535506018,978.2481789110313,953.604854703967,964.250418247951,998.7866987295872,983.8468052569448,975.1074985847997,984.3954464411528,938.650818300752,998.0463694403231,953.7934386666335,978.8869329730376,980.3651156601244,958.6225155892646,1012.6716230274237,971.952402063174,985.974251639562,965.0633062796005,938.8568183007527,1018.8042944549504,951.3191953906793,990.0763367185456,953.8833619320958,956.841769324144,999.6691785220441,964.4799803381051,953.5023000687436,975.0302905553002,964.4094182479516,985.6566190663475,959.2437837582453,983.5777863710293,952.89651818604,939.0923513555998,1015.354768261002,955.6235852039516,990.7591453070504,969.1155128428964,968.3050179978266,1001.7182595641899,973.5409515432252,974.5281576851165,948.0595467294479,969.5687976176246,1036.3697237337524,961.3141809748324,986.4021943735402,963.3513719399199,976.2079454986342,1002.9819128596831,963.4167662445946,979.1835565159661,947.565104672886,964.3434182479514,1010.3848173520988,954.2714713569078,996.9391544698808,965.0561922322938,923.6307278578438,1012.6346030509205,964.0800011794753,989.3235799105034,974.0399890281077,964.3074182479512,996.2109083310008,962.5508583097632,986.770081349948,968.0457161711646,937.0855954982412,1000.0,977.3020996146362,986.2484268247453,956.6840207497222,953.1421362195902,993.4366925205134,1121.866615281273
114,964.8197109782145,969.8140813046642,964.8584014712515,961.3421846921079,1011.23759641293,984.6030769284653,1002.7289692909852,981.700321264731,941.4179742395526,988.4201754253812,961.6090117220251,988.0310735653754,952.4529510176728,961.3481846921079,1015.9603155811676,975.8592630636649,965.1509738266302,956.3161107694065,952.6968730351897,994.023239218719,983.7854230838875,976.3880745461686,965.1826747542141,967.5979752470624,1006.2654554155491,966.4269423653207,969.3794782435014,953.604854703967,961.2941846921077,993.8596428031817,982.8623940716636,966.2377979172699,983.4120352558716,934.7091735596276,993.1193135139176,952.8070274813524,970.0212323055077,980.3651156601244,956.6516932187025,1001.8320999893317,970.9679908778928,977.1075509720322,965.0633062796005,934.9151735596283,1007.9647714168584,950.3327842053982,981.2086360510157,953.8833619320958,955.8563581388629,995.7275337809198,963.4945691528239,945.6220105864949,975.0302905553002,961.4531846921084,975.8025072135365,958.2573725729642,974.7100857034995,952.89651818604,936.1361177997566,1004.51524522291,951.6829404628272,981.8924446395206,969.1155128428964,966.3341956272643,991.8641477113789,972.5555403579441,965.6604570175866,948.0595467294479,967.5979752470624,1025.5302006956604,960.3287697895513,977.5324937060103,963.3513719399199,974.237123128072,993.1278010068721,961.4469438740323,970.3148558484361,947.565104672886,961.3871846921081,999.5452943140068,953.2850601716267,988.0704538023509,965.0561922322938,918.7036719314383,1001.7950800128285,963.0955899941941,980.4568792429735,973.0525778428266,961.351184692108,986.3567964781898,961.565447124482,977.9013806824182,968.0457161711646,934.129361942398,1000.0,976.316688429355,979.3505485277776,956.6840207497222,950.1859026637469,985.5534030382646,1121.866615281273
115,964.6277018073923,967.8939895964423,964.8584014712515,960.7661571796414,1009.8935322171747,984.6030769284653,1000.8088775827633,981.700321264731,940.841946727086,986.5000837171593,961.6090117220251,986.1109818571535,952.4529510176728,960.7721571796413,1013.8482147021235,975.8592630636649,963.2308821184083,956.3161107694065,952.3128546935453,992.1031475104971,983.7854230838875,974.4679828379467,965.1826747542141,967.2139569054181,1005.4974187322604,966.4269423653207,967.4593865352795,953.604854703967,960.7181571796411,992.8995969490708,982.8623940716636,964.317706209048,983.4120352558716,933.9411368763389,992.1592676598067,952.8070274813524,968.1011405972858,980.3651156601244,956.2676748770581,999.7199991102876,970.9679908778928,975.1874592638103,965.0633062796005,934.1471368763396,1005.8526705378143,950.3327842053982,979.2885443427938,953.8833619320958,955.6643489680407,994.959497097631,963.4945691528239,943.701918878273,975.0302905553002,960.8771571796418,973.8824155053146,958.2573725729642,972.7899939952777,952.89651818604,935.56009028729,1002.403144343866,951.1069129503607,979.9723529312987,969.1155128428964,965.9501772856199,989.944056003157,972.5555403579441,963.7403653093647,948.0595467294479,967.2139569054181,1023.4180998166164,960.3287697895513,975.6124019977884,963.3513719399199,973.8531047864276,991.2077092986502,961.2549347032101,968.3947641402142,947.565104672886,960.8111571796416,997.4331934349627,953.2850601716267,986.150362094129,965.0561922322938,917.7436260773275,999.6829791337844,963.0955899941941,978.5367875347516,973.0525778428266,960.7751571796414,984.436704769968,961.565447124482,975.9812889741963,968.0457161711646,933.5533344299314,1000.0,976.316688429355,977.8144751612001,956.6840207497222,949.6098751512803,984.0173296716871,1121.866615281273
116,963.9310788329518,960.9377598520368,964.8584014712515,958.6792882563198,1005.0241713960908,984.6030769284653,993.8546478383579,981.700321264731,938.7550778037644,979.5438539727538,961.6090117220251,979.1547521127482,952.4529510176728,958.6852882563196,1006.1963619832775,975.8592630636649,956.2746523740027,956.3161107694065,950.9216087446642,985.1469177660916,983.7854230838875,967.5117530935412,965.1826747542141,965.822710956537,1002.7149268344981,966.4269423653207,960.5031567908741,953.604854703967,958.6312882563195,989.4234820768679,982.8623940716636,957.3614764646425,983.4120352558716,931.1586449785766,988.6811527876039,952.8070274813524,961.1449108528803,980.3651156601244,954.876428928177,992.0681463914416,970.9679908778928,968.2312295194048,965.0633062796005,931.3646449785774,998.2008178189683,950.3327842053982,972.3323145983883,953.8833619320958,954.9687259936002,992.1770051998687,963.4945691528239,936.7456891338675,975.0302905553002,958.7902882563201,966.9261857609091,958.2573725729642,965.8337642508722,952.89651818604,933.4742213639684,994.7512916250199,949.021044027039,973.0161231868932,969.1155128428964,964.5589313367389,982.9878262587515,972.5555403579441,956.7841355649593,948.0595467294479,965.822710956537,1015.7662470977704,960.3287697895513,968.6561722533829,963.3513719399199,972.4618588375465,984.2514795542447,960.5593117287696,961.4385343958088,947.565104672886,958.7242882563198,989.7813407161167,953.2850601716267,979.1941323497235,965.0561922322938,914.2655112051247,992.0311264149384,963.0955899941941,971.5805577903461,973.0525778428266,958.6882882563198,977.4804750255624,961.565447124482,969.0250592297907,968.0457161711646,931.4654655066098,1000.0,976.316688429355,972.2504913656758,956.6840207497222,947.5230062279586,978.4523458761626,1121.866615281273
117,963.9310788329518,943.7405893364255,964.8584014712515,953.5201371016362,992.9771520351628,984.6030769284653,974.9377602711854,981.700321264731,933.600926649081,962.3466834571425,961.6090117220251,961.9575815971368,952.4529510176728,953.5261371016363,987.279474416105,975.8592630636649,939.0774818583914,956.3161107694065,947.495174641542,967.9497472504803,983.7854230838875,950.3145825779299,965.1826747542141,962.3972768534147,995.8250586282536,966.4269423653207,943.3059862752627,953.604854703967,953.472137101636,979.0841797675012,982.8623940716636,940.1643059490311,983.4120352558716,924.2877767723321,980.0845675297983,952.8070274813524,943.947740337269,980.3651156601244,951.4429948250547,973.1512588242691,970.9679908778928,951.0340590037935,965.0633062796005,924.4857767723329,979.2839302517958,950.3327842053982,955.135144082777,953.8833619320958,953.250008942039,985.2991369936242,963.4945691528239,919.5485186182561,975.0302905553002,953.6311371016368,949.7290152452978,958.2573725729642,948.6365937352608,952.89651818604,930.0557872608462,975.8344040578475,945.5916099239167,955.8189526712819,969.1155128428964,961.1184972336166,965.7906557431402,972.5555403579441,939.586965049348,948.0595467294479,962.3902768534148,996.8493595305979,960.3287697895513,951.4590017377716,963.3513719399199,969.0264247344243,967.0543090386334,960.5593117287696,944.2413638801975,947.565104672886,953.5771371016366,970.8644531489442,953.2850601716267,961.9969618341122,965.0561922322938,905.6789259473189,973.1142388477659,963.0955899941941,954.3833872747348,973.0525778428266,953.5291371016363,960.2833045099511,961.565447124482,951.8278887141794,968.0457161711646,928.0310314034875,1000.0,976.316688429355,956.7610379016255,956.6840207497222,942.3728550732753,962.9618924121123,1121.866615281273
